Taken_product,Yearly_avg_view_on_travel_page,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,preferred_location_type_Beach,preferred_location_type_Big Cities,preferred_location_type_Entertainment,preferred_location_type_Financial,preferred_location_type_Hill Stations,preferred_location_type_Historical site,preferred_location_type_Medical,preferred_location_type_Other,preferred_location_type_Social media,preferred_location_type_Trekking
False,397.0,37940.0,13,2,57.0,4450,1,False,11,False,3,2.0,5.0,False,False,False,False,False,False,True,False,False,False
False,247.0,32585.0,14,3,72.0,2756,1,False,13,False,4,1.0,8.0,False,False,False,False,False,False,True,False,False,False
False,382.0,10955.0,1,3,98.0,13734,3,False,18,False,3,0.0,21.0,False,False,False,False,False,False,True,False,False,False
False,202.0,31290.0,1,3,99.0,2279,1,False,16,False,4,0.0,7.0,False,False,False,False,False,False,True,False,False,False
True,262.0,19460.0,23,2,50.0,5916,3,True,13,False,1,0.0,8.0,False,False,False,True,False,False,False,False,False,False
False,322.0,47040.0,1,3,37.0,2089,4,False,14,False,4,3.0,7.0,False,False,False,False,False,False,True,False,False,False
False,285.0,37940.0,29,3,54.0,6261,3,False,18,False,1,1.0,9.0,False,False,True,False,False,False,False,False,False,False
False,202.0,16520.0,1,1,60.0,4298,5,False,19,False,3,1.0,6.0,False,False,True,False,False,False,False,False,False,False
False,367.0,35070.0,18,4,92.0,6804,1,True,15,False,1,2.0,7.0,False,False,False,True,False,False,False,False,False,False
False,255.0,30730.0,10,4,43.0,3815,1,True,17,False,4,1.0,5.0,False,False,False,False,False,False,True,False,False,False
False,300.0,31675.0,19,2,99.0,2741,8,True,15,False,3,1.0,15.0,False,False,False,False,False,False,True,False,False,False
True,285.0,41300.0,29,1,70.0,6673,7,True,19,False,2,0.0,17.0,False,False,False,False,False,False,True,False,False,False
True,217.0,4235.0,27,3,35.0,7639,1,False,22,True,4,3.0,10.0,False,False,False,False,False,False,False,False,True,False
False,165.0,39760.0,1,3,60.0,2328,1,True,16,False,1,1.0,4.0,False,False,False,True,False,False,False,False,False,False
False,270.0,22225.0,18,1,73.0,2153,1,False,13,False,1,0.0,8.0,False,False,False,False,False,False,True,False,False,False
False,300.0,40285.0,1,5,63.0,4876,9,False,14,False,4,1.0,5.0,False,False,False,True,False,False,False,False,False,False
False,345.0,22540.0,1,4,97.0,9396,7,False,16,False,3,1.0,17.0,False,False,False,False,False,False,True,False,False,False
False,382.0,51415.0,1,4,81.0,12490,5,False,16,False,4,2.0,16.0,False,False,False,True,False,False,False,False,False,False
True,225.0,35175.0,1,3,88.0,2657,5,True,11,False,3,0.0,8.0,False,False,True,False,False,False,False,False,False,False
False,307.0,31360.0,1,3,75.0,13591,3,True,18,False,3,0.0,16.0,False,False,False,True,False,False,False,False,False,False
True,217.0,34720.0,1,3,85.0,2058,0,False,14,False,4,0.0,7.0,False,False,True,False,False,False,False,False,False,False
False,405.0,40145.0,1,3,52.0,5940,2,False,14,False,4,1.0,16.0,False,False,False,False,False,False,False,False,True,False
False,270.0,48860.0,1,2,62.0,5914,8,False,16,False,4,0.0,16.0,False,False,False,True,False,False,False,False,False,False
False,247.0,5145.0,1,4,47.0,2622,6,False,21,True,4,0.0,7.0,False,False,False,False,False,False,True,False,False,False
False,277.0,23205.0,11,3,47.0,12185,1,True,14,False,3,3.0,10.0,False,False,False,False,False,False,False,True,False,False
False,285.0,4165.0,1,3,76.0,10609,0,False,12,False,3,2.0,17.0,False,False,False,True,False,False,False,False,False,False
False,232.0,34265.0,1,4,90.0,4345,0,False,12,False,4,1.0,6.0,False,False,False,False,False,False,True,False,False,False
False,277.0,11165.0,1,4,41.0,2793,4,False,17,False,3,1.0,13.0,False,False,False,False,False,False,False,False,True,False
False,262.0,33040.0,1,3,92.0,8789,1,False,14,False,1,0.0,10.0,False,False,False,False,False,False,False,False,True,False
True,217.0,31360.0,18,1,86.0,2389,1,True,13,False,3,0.0,4.0,False,False,False,False,False,False,True,False,False,False
False,375.0,29890.0,1,4,68.0,19517,3,False,11,False,3,1.0,32.0,False,False,False,False,False,False,True,False,False,False
True,240.0,18025.0,1,3,62.0,3730,0,True,14,False,4,0.0,4.0,False,False,False,True,False,False,False,False,False,False
False,292.0,50085.0,1,4,96.0,2232,7,False,14,False,3,3.0,7.0,False,False,False,False,False,False,True,False,False,False
False,240.0,34160.0,26,4,100.0,4465,0,False,18,False,1,0.0,4.0,False,False,False,False,False,False,False,False,True,False
False,307.0,49385.0,19,2,36.0,3072,2,False,16,False,1,2.0,17.0,False,False,False,True,False,False,False,False,False,False
False,232.0,46445.0,1,4,73.0,13675,9,False,12,False,1,1.0,9.0,False,False,False,False,False,False,True,False,False,False
False,247.0,29120.0,1,4,63.0,2911,1,False,13,False,3,1.0,2.0,False,False,False,True,False,False,False,False,False,False
False,255.0,16450.0,1,4,84.0,5957,6,False,13,False,2,1.0,13.0,False,False,False,True,False,False,False,False,False,False
False,277.0,35595.0,1,2,83.0,3920,2,False,14,False,1,1.0,17.0,False,False,False,False,False,False,True,False,False,False
True,277.0,17640.0,10,3,61.0,10048,6,False,11,False,2,2.0,17.0,False,False,False,False,False,False,True,False,False,False
False,292.0,17675.0,1,4,64.0,10938,0,False,25,True,4,0.0,20.0,False,False,True,False,False,False,False,False,False,False
False,217.0,23275.0,15,3,60.0,2340,1,False,19,False,1,0.0,6.0,False,False,False,True,False,False,False,False,False,False
False,217.0,43645.0,20,2,45.0,6931,2,False,14,False,4,1.0,10.0,False,False,False,False,False,False,False,False,True,False
False,187.0,23975.0,1,3,62.0,4898,0,False,12,False,4,2.0,5.0,False,False,False,True,False,False,False,False,False,False
False,300.0,49560.0,1,2,49.0,19436,0,False,19,False,4,1.0,22.0,False,False,False,False,False,False,True,False,False,False
False,382.0,29155.0,1,3,96.0,2723,1,False,11,False,2,0.0,1.0,False,False,False,True,False,False,False,False,False,False
False,285.0,46445.0,1,2,39.0,5249,3,False,18,False,4,1.0,13.0,False,False,False,True,False,False,False,False,False,False
False,240.0,4480.0,1,1,84.0,2176,4,False,13,False,4,0.0,9.0,False,False,True,False,False,False,False,False,False,False
False,345.0,17080.0,1,3,75.0,16872,3,True,12,False,2,1.0,28.0,False,False,True,False,False,False,False,False,False,False
True,210.0,18515.0,1,4,79.0,3485,2,False,11,False,3,0.0,5.0,False,False,False,True,False,False,False,False,False,False
False,217.0,42350.0,1,3,78.0,6644,2,False,19,False,2,2.0,10.0,False,False,False,False,False,False,True,False,False,False
False,232.0,51205.0,23,3,64.0,5582,0,False,21,True,2,1.0,10.0,False,False,False,False,False,False,True,False,False,False
False,187.0,23625.0,1,2,85.0,4000,1,False,12,False,4,2.0,6.0,False,False,False,True,False,False,False,False,False,False
False,270.0,49105.0,1,3,47.0,3210,0,False,11,False,3,1.0,16.0,False,False,False,True,False,False,False,False,False,False
False,412.0,15820.0,1,3,81.0,19045,0,True,14,False,3,0.0,37.0,False,False,False,False,False,False,True,False,False,False
True,352.0,23310.0,29,4,88.0,11849,1,True,12,False,4,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,210.0,40530.0,1,3,94.0,2070,1,False,23,True,4,1.0,5.0,False,False,False,False,False,False,True,False,False,False
False,277.0,7980.0,1,4,98.0,6502,4,False,14,False,2,1.0,7.0,False,False,False,False,False,False,True,False,False,False
False,157.0,34860.0,1,2,100.0,3230,1,False,17,False,1,0.0,3.0,False,False,False,False,False,False,True,False,False,False
False,277.0,25480.0,1,4,80.0,13603,2,True,18,False,1,2.0,15.0,False,False,False,False,False,False,True,False,False,False
False,262.0,46025.0,22,3,71.0,11996,7,False,18,False,2,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,195.0,51765.0,1,3,84.0,6397,1,False,20,True,1,1.0,6.0,False,False,False,True,False,False,False,False,False,False
False,375.0,27895.0,1,1,96.0,19144,3,False,14,False,1,2.0,28.0,False,False,False,True,False,False,False,False,False,False
False,277.0,48020.0,1,3,42.0,2115,1,False,12,False,2,0.0,17.0,False,False,False,True,False,False,False,False,False,False
True,330.0,32200.0,24,3,43.0,3161,3,True,22,True,4,1.0,19.0,False,False,False,True,False,False,False,False,False,False
False,285.0,24080.0,23,4,82.0,5745,9,False,14,False,2,1.0,10.0,False,False,False,True,False,False,False,False,False,False
True,195.0,50715.0,16,4,45.0,2373,2,True,13,False,4,1.0,5.0,False,False,False,False,False,False,True,False,False,False
False,210.0,39095.0,1,2,66.0,3310,1,False,21,True,4,0.0,5.0,False,False,False,True,False,False,False,False,False,False
False,367.0,22260.0,10,4,35.0,18665,9,True,11,False,4,0.0,22.0,False,False,False,True,False,False,False,False,False,False
True,195.0,33250.0,1,4,48.0,5828,1,True,12,False,2,0.0,8.0,False,False,False,False,False,False,False,False,True,False
False,277.0,31115.0,1,3,53.0,2326,1,True,12,False,3,3.0,4.0,False,False,False,False,False,False,True,False,False,False
False,262.0,43120.0,16,3,96.0,8020,0,False,15,False,3,2.0,12.0,False,False,False,False,False,False,False,False,True,False
False,270.0,19810.0,18,4,81.0,3688,4,False,18,False,4,2.0,4.0,False,False,False,True,False,False,False,False,False,False
False,382.0,45570.0,1,3,84.0,5482,5,False,18,False,4,1.0,13.0,False,False,False,False,False,False,True,False,False,False
False,210.0,51660.0,16,2,68.0,5661,0,False,19,False,3,0.0,9.0,False,False,False,False,False,False,True,False,False,False
False,232.0,7630.0,1,3,100.0,6929,4,False,11,False,2,1.0,10.0,False,False,True,False,False,False,False,False,False,False
False,292.0,39620.0,1,3,48.0,9613,0,False,17,False,1,3.0,19.0,False,False,False,False,False,False,True,False,False,False
False,270.0,38675.0,24,4,47.0,5674,7,False,15,False,3,1.0,11.0,False,False,False,True,False,False,False,False,False,False
False,232.0,24185.0,1,4,86.0,4821,0,True,12,False,3,1.0,6.0,False,False,True,False,False,False,False,False,False,False
False,232.0,3710.0,1,3,62.0,6410,3,False,12,False,4,0.0,9.0,False,False,False,False,False,False,False,True,False,False
False,232.0,6720.0,1,4,32.0,2695,0,True,18,False,2,1.0,3.0,False,False,False,True,False,False,False,False,False,False
False,292.0,4095.0,10,1,99.0,17068,1,True,14,False,4,0.0,21.0,False,False,False,False,False,False,True,False,False,False
False,367.0,38185.0,1,2,90.0,13964,7,True,12,False,4,0.0,25.0,False,False,True,False,False,False,False,False,False,False
False,202.0,42700.0,1,3,85.0,2478,1,True,12,False,2,0.0,4.0,False,False,False,True,False,False,False,False,False,False
False,240.0,20580.0,1,2,65.0,5228,1,True,11,False,4,0.0,13.0,False,False,True,False,False,False,False,False,False,False
False,202.0,48195.0,1,3,74.0,4478,1,True,11,False,1,0.0,5.0,False,False,False,True,False,False,False,False,False,False
False,232.0,24185.0,1,3,73.0,7547,4,False,12,False,4,3.0,13.0,False,False,False,False,False,False,False,False,True,False
False,240.0,35630.0,1,4,74.0,5055,7,False,16,False,3,0.0,10.0,False,False,False,False,False,False,True,False,False,False
True,210.0,40495.0,1,4,84.0,3464,5,True,13,False,4,0.0,5.0,False,False,False,False,False,False,True,False,False,False
False,225.0,44625.0,28,2,64.0,5775,1,False,13,False,4,2.0,11.0,False,False,False,False,False,False,True,False,False,False
False,232.0,27930.0,1,2,48.0,8943,1,False,24,True,1,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,292.0,23520.0,1,2,54.0,19272,1,False,15,False,1,1.0,21.0,False,False,False,False,False,False,True,False,False,False
True,292.0,40670.0,1,2,41.0,5238,4,True,18,False,1,0.0,12.0,False,False,False,False,False,False,True,False,False,False
False,247.0,17780.0,10,3,46.0,4682,3,False,14,False,3,0.0,9.0,False,False,False,False,False,False,False,False,True,False
False,405.0,32480.0,20,4,31.0,4869,3,False,12,False,4,0.0,20.0,False,False,False,True,False,False,False,False,False,False
False,322.0,35035.0,1,3,43.0,9985,8,False,16,False,1,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,300.0,39340.0,1,2,57.0,7457,2,True,22,True,3,3.0,6.0,False,False,False,False,False,False,True,False,False,False
True,217.0,11130.0,1,4,77.0,2119,1,True,11,False,4,0.0,7.0,False,False,False,False,False,False,False,True,False,False
False,217.0,25830.0,1,5,3.0,3983,0,False,17,False,3,0.0,4.0,False,False,False,False,False,False,False,True,False,False
False,225.0,19950.0,1,3,3.0,6118,1,False,13,False,3,3.0,10.0,False,False,False,False,False,False,False,False,True,False
False,202.0,39550.0,1,4,56.0,6214,1,False,18,False,1,1.0,8.0,False,False,False,False,False,False,False,False,True,False
False,277.0,41720.0,1,2,61.0,6347,7,False,16,False,3,2.0,8.0,False,False,False,False,False,False,True,False,False,False
False,285.0,12005.0,15,2,92.0,11510,0,True,14,False,2,1.0,12.0,False,False,False,True,False,False,False,False,False,False
False,262.0,45360.0,1,4,62.0,8095,0,False,13,False,4,0.0,17.0,False,False,True,False,False,False,False,False,False,False
False,352.0,45815.0,1,1,99.0,2976,3,False,19,False,1,0.0,5.0,False,False,False,False,False,False,True,False,False,False
False,217.0,26110.0,1,3,61.0,4649,1,False,14,False,1,1.0,4.0,False,False,False,True,False,False,False,False,False,False
False,240.0,37170.0,1,3,75.0,2370,1,False,13,False,3,1.0,8.0,False,False,False,False,False,False,True,False,False,False
False,360.0,18550.0,29,1,91.0,12504,3,False,21,True,2,1.0,15.0,False,False,False,False,False,False,True,False,False,False
False,277.0,46165.0,1,3,51.0,5974,4,True,13,False,1,2.0,13.0,False,False,False,False,False,False,True,False,False,False
False,225.0,22435.0,25,2,85.0,4736,7,True,12,False,2,1.0,4.0,False,False,True,False,False,False,False,False,False,False
True,157.0,26460.0,1,1,99.0,2174,1,True,11,False,3,0.0,3.0,False,False,True,False,False,False,False,False,False,False
False,270.0,29575.0,1,5,45.0,6653,4,False,15,False,2,0.0,7.0,False,False,False,False,False,False,True,False,False,False
False,270.0,18935.0,1,4,48.0,9699,4,False,11,False,1,1.0,16.0,False,False,False,False,False,False,True,False,False,False
False,300.0,40985.0,10,4,46.0,2213,3,True,13,False,3,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,157.0,31325.0,1,2,39.0,2610,1,False,24,True,3,0.0,3.0,False,False,False,False,False,False,True,False,False,False
True,247.0,12250.0,1,3,34.0,2851,1,True,13,False,2,0.0,1.0,False,False,False,False,False,False,False,False,True,False
False,277.0,32235.0,10,3,98.0,3452,6,False,20,True,2,1.0,17.0,False,False,False,False,False,False,True,False,False,False
False,345.0,40040.0,1,4,3.0,5258,2,False,14,False,3,0.0,7.0,False,False,False,False,False,False,True,False,False,False
True,307.0,5005.0,1,3,56.0,9355,1,False,18,False,3,0.0,8.0,False,False,False,False,False,False,False,False,True,False
False,375.0,36610.0,10,3,100.0,10496,6,False,15,False,4,0.0,20.0,False,False,True,False,False,False,False,False,False,False
True,300.0,20125.0,22,2,68.0,6380,2,True,12,False,1,2.0,8.0,False,False,False,False,False,False,False,False,True,False
True,157.0,5460.0,12,3,90.0,2716,1,False,15,False,4,0.0,1.0,False,False,False,True,False,False,False,False,False,False
False,217.0,44905.0,23,3,54.0,2201,9,False,16,False,4,0.0,6.0,False,False,False,True,False,False,False,False,False,False
False,262.0,26425.0,1,4,97.0,6540,9,False,19,False,3,0.0,10.0,False,False,False,True,False,False,False,False,False,False
False,202.0,51415.0,1,2,82.0,3816,1,False,11,False,2,1.0,5.0,False,False,False,False,False,False,True,False,False,False
False,210.0,10640.0,1,4,92.0,5253,1,False,16,False,4,0.0,7.0,False,False,False,True,False,False,False,False,False,False
False,367.0,44135.0,1,3,31.0,10965,8,False,24,True,3,0.0,26.0,False,False,False,False,False,False,False,True,False,False
False,382.0,41230.0,14,2,87.0,4936,4,False,11,False,3,1.0,18.0,False,False,False,True,False,False,False,False,False,False
False,270.0,11515.0,1,3,96.0,2543,4,False,13,False,2,1.0,6.0,False,False,False,True,False,False,False,False,False,False
True,255.0,47670.0,19,3,67.0,5304,8,True,13,False,2,0.0,9.0,False,False,False,False,False,False,False,False,True,False
False,180.0,47985.0,10,4,77.0,4260,1,True,12,False,4,1.0,5.0,False,False,False,False,False,False,False,False,True,False
False,225.0,7070.0,1,1,72.0,2476,1,False,18,False,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False
True,195.0,20125.0,1,1,73.0,3102,0,False,22,True,3,0.0,7.0,False,False,True,False,False,False,False,False,False,False
False,165.0,8855.0,11,3,43.0,2244,1,False,13,False,4,1.0,2.0,False,False,False,False,False,False,True,False,False,False
False,270.0,5740.0,1,2,61.0,7596,1,False,13,False,2,2.0,10.0,False,False,False,False,False,False,True,False,False,False
True,225.0,16240.0,1,3,40.0,2285,9,True,23,True,3,0.0,3.0,False,False,True,False,False,False,False,False,False,False
False,277.0,38745.0,14,3,95.0,3034,1,False,12,False,3,1.0,18.0,False,False,False,True,False,False,False,False,False,False
False,277.0,45675.0,10,4,49.0,4197,2,True,12,False,4,0.0,18.0,False,False,False,True,False,False,False,False,False,False
False,322.0,34370.0,12,3,59.0,14336,1,False,11,False,3,1.0,25.0,False,False,False,True,False,False,False,False,False,False
False,300.0,19425.0,1,3,78.0,3448,6,False,22,True,2,1.0,20.0,False,False,False,False,False,False,True,False,False,False
False,405.0,28735.0,1,2,86.0,19406,4,False,11,False,3,1.0,24.0,False,False,False,False,False,False,True,False,False,False
False,255.0,48335.0,1,4,72.0,6538,9,False,15,False,1,1.0,6.0,False,False,False,False,False,False,False,False,True,False
False,232.0,16800.0,1,2,31.0,4306,1,False,12,False,2,1.0,13.0,False,False,False,False,False,False,True,False,False,False
False,322.0,10955.0,21,3,61.0,2258,7,False,20,True,1,1.0,8.0,False,False,False,False,False,False,True,False,False,False
False,322.0,51555.0,1,4,74.0,4522,4,True,14,False,4,0.0,8.0,False,False,False,False,False,False,False,True,False,False
False,187.0,31185.0,1,2,99.0,4487,1,True,11,False,2,0.0,5.0,False,False,False,True,False,False,False,False,False,False
False,277.0,37205.0,25,5,72.0,4449,3,True,15,False,1,2.0,15.0,False,False,False,False,False,False,True,False,False,False
False,232.0,11515.0,1,2,98.0,2218,1,False,12,False,3,1.0,4.0,False,False,False,True,False,False,False,False,False,False
False,292.0,42630.0,1,1,52.0,19197,1,True,14,False,3,1.0,21.0,False,False,False,True,False,False,False,False,False,False
False,210.0,45500.0,17,2,79.0,4558,1,False,12,False,4,1.0,10.0,False,False,False,False,False,False,True,False,False,False
True,187.0,24080.0,1,3,91.0,4031,5,False,13,False,3,1.0,6.0,False,False,False,False,False,False,True,False,False,False
False,225.0,11095.0,1,3,43.0,6091,2,False,20,True,3,0.0,11.0,False,False,False,True,False,False,False,False,False,False
False,450.0,14770.0,1,3,41.0,19566,5,False,11,False,4,0.0,33.0,False,False,False,True,False,False,False,False,False,False
False,345.0,51975.0,18,3,87.0,4810,2,False,14,False,3,1.0,19.0,False,False,False,False,False,False,True,False,False,False
True,180.0,50680.0,1,1,62.0,3202,1,True,16,False,2,0.0,6.0,False,False,True,False,False,False,False,False,False,False
True,255.0,10360.0,1,2,33.0,2351,0,False,16,False,4,1.0,3.0,False,False,False,False,False,False,False,False,True,False
False,285.0,52150.0,1,2,42.0,1702,1,True,23,True,3,1.0,1.0,False,False,False,True,False,False,False,False,False,False
False,300.0,48930.0,1,4,79.0,18041,0,False,14,False,4,0.0,21.0,False,False,False,True,False,False,False,False,False,False
False,195.0,47215.0,23,3,90.0,2886,1,False,22,True,2,2.0,3.0,False,False,False,True,False,False,False,False,False,False
False,225.0,49000.0,1,3,53.0,2097,4,False,15,False,3,1.0,9.0,False,False,False,True,False,False,False,False,False,False
False,217.0,34510.0,1,4,93.0,11935,1,False,18,False,3,0.0,10.0,False,False,False,False,False,False,True,False,False,False
False,225.0,48930.0,22,4,69.0,8412,0,False,11,False,3,0.0,10.0,False,False,False,False,False,False,False,True,False,False
False,427.0,7350.0,29,3,56.0,14118,3,False,12,False,3,1.0,32.0,False,False,False,False,False,False,False,False,True,False
False,375.0,38465.0,29,4,88.0,17046,0,False,15,False,2,1.0,28.0,False,False,False,True,False,False,False,False,False,False
False,225.0,39060.0,1,3,49.0,2564,0,False,14,False,3,0.0,12.0,False,False,False,False,False,False,True,False,False,False
False,352.0,34405.0,1,2,65.0,5070,5,False,13,False,3,3.0,20.0,False,False,False,False,False,False,True,False,False,False
False,345.0,35315.0,1,3,51.0,17861,6,False,13,False,3,0.0,26.0,False,False,False,True,False,False,False,False,False,False
False,405.0,19180.0,1,4,42.0,3780,7,False,11,False,3,0.0,19.0,False,False,False,True,False,False,False,False,False,False
False,255.0,45605.0,1,4,62.0,2768,3,False,12,False,3,1.0,14.0,False,False,False,True,False,False,False,False,False,False
False,345.0,39375.0,10,3,94.0,9071,2,True,19,False,3,1.0,15.0,False,False,False,False,False,False,False,False,True,False
False,232.0,44590.0,1,1,33.0,10648,1,False,25,True,4,1.0,13.0,False,False,False,True,False,False,False,False,False,False
True,247.0,44695.0,15,1,56.0,13610,7,True,12,False,4,0.0,15.0,False,False,False,False,False,False,True,False,False,False
True,247.0,20545.0,10,1,38.0,3408,7,False,13,False,1,3.0,8.0,False,False,False,False,False,False,True,False,False,False
False,225.0,14455.0,1,1,57.0,2983,0,False,14,False,1,0.0,4.0,False,False,False,False,False,False,False,False,True,False
False,262.0,44660.0,16,3,72.0,7632,4,True,12,False,3,0.0,10.0,False,False,False,True,False,False,False,False,False,False
True,255.0,34580.0,23,3,43.0,9950,9,True,15,False,3,3.0,11.0,False,False,False,False,False,False,False,True,False,False
False,270.0,22225.0,10,4,32.0,9980,1,False,14,False,4,0.0,10.0,False,False,False,False,False,False,True,False,False,False
True,165.0,47880.0,1,1,99.0,3894,5,False,16,False,3,0.0,4.0,False,False,True,False,False,False,False,False,False,False
False,360.0,5705.0,1,5,37.0,4051,2,False,14,False,1,1.0,14.0,False,False,False,False,False,False,False,False,True,False
False,412.0,39095.0,18,5,83.0,16835,3,False,23,True,4,0.0,37.0,False,False,False,True,False,False,False,False,False,False
False,307.0,9345.0,10,2,56.0,6230,7,False,14,False,4,0.0,16.0,False,False,False,True,False,False,False,False,False,False
False,262.0,21665.0,1,3,85.0,4717,9,False,11,False,3,0.0,15.0,False,False,False,False,False,False,False,False,True,False
False,300.0,10570.0,1,3,75.0,13237,7,False,15,False,3,0.0,22.0,False,False,False,True,False,False,False,False,False,False
False,292.0,15505.0,1,1,48.0,3755,1,False,11,False,1,1.0,8.0,False,False,False,True,False,False,False,False,False,False
False,232.0,28980.0,1,1,77.0,6582,4,True,13,False,3,0.0,10.0,False,False,False,True,False,False,False,False,False,False
True,195.0,14910.0,17,4,58.0,2741,0,True,11,False,2,1.0,8.0,False,False,False,True,False,False,False,False,False,False
False,217.0,8120.0,19,3,34.0,4262,4,False,12,False,2,2.0,8.0,False,False,True,False,False,False,False,False,False,False
False,247.0,32270.0,1,5,95.0,16184,4,False,19,False,3,1.0,10.0,False,False,False,False,False,False,True,False,False,False
False,232.0,24080.0,1,3,44.0,11557,9,False,21,True,3,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,300.0,38290.0,5,3,58.0,10932,3,False,15,False,3,1.0,20.0,False,False,False,False,False,False,False,True,False,False
False,195.0,27125.0,29,2,45.0,4306,5,False,12,False,1,2.0,8.0,False,False,False,False,False,False,True,False,False,False
False,262.0,6825.0,1,3,80.0,4859,1,False,16,False,4,0.0,5.0,False,False,False,False,False,False,True,False,False,False
False,255.0,9030.0,21,4,74.0,5337,1,False,12,False,4,0.0,10.0,False,False,False,True,False,False,False,False,False,False
True,195.0,16485.0,24,3,66.0,2340,1,True,18,False,2,0.0,1.0,False,False,True,False,False,False,False,False,False,False
False,277.0,27965.0,1,3,59.0,7491,4,False,17,False,4,0.0,12.0,False,False,True,False,False,False,False,False,False,False
False,345.0,36190.0,18,1,86.0,10527,5,False,11,False,4,0.0,28.0,False,False,False,False,False,False,True,False,False,False
False,307.0,44660.0,1,5,91.0,16595,7,False,16,False,2,1.0,22.0,False,False,False,True,False,False,False,False,False,False
False,277.0,4970.0,1,4,69.0,8834,1,False,13,False,4,1.0,9.0,False,False,False,False,False,False,True,False,False,False
True,240.0,51590.0,11,4,60.0,4707,8,False,12,False,4,0.0,6.0,False,False,False,False,False,False,False,True,False,False
False,180.0,18725.0,24,3,38.0,2400,0,False,13,False,3,2.0,3.0,False,False,False,False,False,False,True,False,False,False
False,285.0,52325.0,10,3,76.0,9824,3,False,19,False,3,1.0,18.0,False,False,False,False,False,False,True,False,False,False
False,277.0,15610.0,1,4,65.0,6447,6,False,12,False,2,1.0,8.0,False,False,False,True,False,False,False,False,False,False
False,180.0,24185.0,23,3,89.0,2725,1,True,11,False,2,2.0,6.0,False,False,False,False,False,False,True,False,False,False
False,180.0,28805.0,17,2,94.0,2127,1,False,21,True,4,1.0,1.0,False,False,False,False,False,False,False,True,False,False
False,375.0,43610.0,1,3,99.0,18200,1,False,11,False,3,1.0,32.0,False,False,False,False,False,False,True,False,False,False
False,187.0,21770.0,13,1,40.0,2096,1,False,11,False,3,0.0,7.0,False,False,False,False,False,False,True,False,False,False
True,180.0,45045.0,1,3,55.0,2886,1,True,16,False,4,1.0,6.0,False,False,False,True,False,False,False,False,False,False
True,225.0,15680.0,12,4,74.0,2033,1,False,18,False,3,1.0,1.0,False,False,False,True,False,False,False,False,False,False
False,255.0,8890.0,1,2,83.0,3622,1,True,13,False,4,1.0,6.0,False,False,False,True,False,False,False,False,False,False
True,232.0,47775.0,13,4,46.0,4233,2,False,17,False,3,0.0,9.0,False,False,False,False,False,False,True,False,False,False
False,262.0,18830.0,25,2,54.0,3681,4,False,14,False,4,0.0,9.0,False,False,False,False,False,False,False,True,False,False
False,232.0,18375.0,1,4,66.0,5460,4,False,22,True,4,2.0,13.0,False,False,False,False,False,False,True,False,False,False
False,202.0,27930.0,1,4,66.0,2187,0,False,12,False,3,2.0,6.0,False,False,False,False,False,False,True,False,False,False
False,277.0,19530.0,1,3,75.0,9602,4,True,11,False,3,1.0,17.0,False,False,False,False,False,False,False,False,True,False
False,322.0,27370.0,1,4,50.0,16627,4,True,14,False,3,1.0,21.0,False,False,False,False,False,False,False,True,False,False
False,285.0,12670.0,1,1,43.0,2619,3,False,17,False,4,0.0,8.0,False,False,False,True,False,False,False,False,False,False
False,322.0,35035.0,1,5,72.0,5679,3,True,13,False,2,1.0,10.0,False,False,False,False,False,False,True,False,False,False
False,360.0,43260.0,1,4,40.0,15402,7,False,11,False,1,1.0,21.0,False,False,False,True,False,False,False,False,False,False
False,330.0,38920.0,1,4,50.0,5985,4,False,11,False,2,0.0,10.0,False,False,False,True,False,False,False,False,False,False
False,255.0,7140.0,14,3,31.0,2579,1,True,18,False,4,2.0,8.0,False,False,True,False,False,False,False,False,False,False
True,202.0,49700.0,1,1,85.0,3041,0,False,11,False,2,1.0,5.0,False,False,False,False,False,False,False,False,True,False
False,157.0,47005.0,22,1,49.0,3447,1,False,11,False,3,0.0,3.0,False,False,True,False,False,False,False,False,False,False
False,330.0,46025.0,1,4,35.0,19513,4,True,12,False,1,1.0,26.0,False,False,False,False,False,False,False,True,False,False
False,240.0,22610.0,1,4,92.0,6322,1,True,12,False,4,1.0,6.0,False,False,False,True,False,False,False,False,False,False
False,397.0,8330.0,1,1,34.0,8381,7,False,20,True,4,0.0,18.0,False,False,False,False,False,False,True,False,False,False
False,255.0,48895.0,1,5,42.0,2691,1,False,12,False,4,1.0,10.0,False,False,False,True,False,False,False,False,False,False
False,195.0,34685.0,1,3,71.0,2659,1,True,13,False,3,1.0,3.0,False,False,False,True,False,False,False,False,False,False
False,277.0,16870.0,1,3,36.0,9434,1,False,15,False,3,1.0,10.0,False,False,False,False,False,False,False,True,False,False
